"STATISTIC","Statistic Label","TLIST(A1)","Year","C02276V02746","Domestic","C02599V03153","Reason for Journey","UNIT","VALUE"
"HTA01C3","Average Length of Stay by Irish Residents","2017","2017","02","Outbound","06","Work/looking for work","Nights per Trip","19.4"
"HTA01C3","Average Length of Stay by Irish Residents","2017","2017","02","Outbound","07","Sporting events","Nights per Trip","3.7"
"HTA01C3","Average Length of Stay by Irish Residents","2017","2017","02","Outbound","08","Other reasons","Nights per Trip","5.9"
"HTA01C3","Average Length of Stay by Irish Residents","2018","2018","01","Domestic","-","All reasons for journey","Nights per Trip","2.6"
"HTA01C3","Average Length of Stay by Irish Residents","2018","2018","01","Domestic","01","Holiday","Nights per Trip","2.8"
"HTA01C3","Average Length of Stay by Irish Residents","2018","2018","01","Domestic","02","Business","Nights per Trip","1.6"
"HTA01C3","Average Length of Stay by Irish Residents","2018","2018","01","Domestic","03","Visiting friends/relatives","Nights per Trip","2.4"
"HTA01C3","Average Length of Stay by Irish Residents","2018","2018","01","Domestic","04","Education and training","Nights per Trip","4.8"
"HTA01C3","Average Length of Stay by Irish Residents","2018","2018","01","Domestic","06","Work/looking for work","Nights per Trip","3.5"
"HTA01C3","Average Length of Stay by Irish Residents","2018","2018","01","Domestic","07","Sporting events","Nights per Trip","1.8"
"HTA01C3","Average Length of Stay by Irish Residents","2018","2018","01","Domestic","08","Other reasons","Nights per Trip","2.3"
"HTA01C3","Average Length of Stay by Irish Residents","2018","2018","02","Outbound","-","All reasons for journey","Nights per Trip","7"
"HTA01C3","Average Length of Stay by Irish Residents","2018","2018","02","Outbound","01","Holiday","Nights per Trip","7.8"
"HTA01C3","Average Length of Stay by Irish Residents","2018","2018","02","Outbound","02","Business","Nights per Trip","3.7"
"HTA01C3","Average Length of Stay by Irish Residents","2018","2018","02","Outbound","03","Visiting friends/relatives","Nights per Trip","6.9"
"HTA01C3","Average Length of Stay by Irish Residents","2018","2018","02","Outbound","04","Education and training","Nights per Trip","10.6"
"HTA01C3","Average Length of Stay by Irish Residents","2018","2018","02","Outbound","06","Work/looking for work","Nights per Trip","14.5"
"HTA01C3","Average Length of Stay by Irish Residents","2018","2018","02","Outbound","07","Sporting events","Nights per Trip","3.8"
"HTA01C3","Average Length of Stay by Irish Residents","2018","2018","02","Outbound","08","Other reasons","Nights per Trip","4.7"
"HTA01C3","Average Length of Stay by Irish Residents","2019","2019","01","Domestic","-","All reasons for journey","Nights per Trip","2.5"
"HTA01C3","Average Length of Stay by Irish Residents","2019","2019","01","Domestic","01","Holiday","Nights per Trip","2.8"
"HTA01C3","Average Length of Stay by Irish Residents","2019","2019","01","Domestic","02","Business","Nights per Trip","1.6"
"HTA01C3","Average Length of Stay by Irish Residents","2019","2019","01","Domestic","03","Visiting friends/relatives","Nights per Trip","2.3"
"HTA01C3","Average Length of Stay by Irish Residents","2019","2019","01","Domestic","04","Education and training","Nights per Trip","5.2"
"HTA01C3","Average Length of Stay by Irish Residents","2019","2019","01","Domestic","06","Work/looking for work","Nights per Trip","3.8"
"HTA01C3","Average Length of Stay by Irish Residents","2019","2019","01","Domestic","07","Sporting events","Nights per Trip","1.9"
"HTA01C3","Average Length of Stay by Irish Residents","2019","2019","01","Domestic","08","Other reasons","Nights per Trip","2.1"
"HTA01C3","Average Length of Stay by Irish Residents","2019","2019","02","Outbound","-","All reasons for journey","Nights per Trip","7.2"
"HTA01C3","Average Length of Stay by Irish Residents","2019","2019","02","Outbound","01","Holiday","Nights per Trip","7.9"
"HTA01C3","Average Length of Stay by Irish Residents","2019","2019","02","Outbound","02","Business","Nights per Trip","3.8"
"HTA01C3","Average Length of Stay by Irish Residents","2019","2019","02","Outbound","03","Visiting friends/relatives","Nights per Trip","6.5"
"HTA01C3","Average Length of Stay by Irish Residents","2019","2019","02","Outbound","04","Education and training","Nights per Trip","13.5"
"HTA01C3","Average Length of Stay by Irish Residents","2019","2019","02","Outbound","06","Work/looking for work","Nights per Trip","12.6"
"HTA01C3","Average Length of Stay by Irish Residents","2019","2019","02","Outbound","07","Sporting events","Nights per Trip","4.7"
"HTA01C3","Average Length of Stay by Irish Residents","2019","2019","02","Outbound","08","Other reasons","Nights per Trip","5.8"
"HTA01C3","Average Length of Stay by Irish Residents","2020","2020","01","Domestic","-","All reasons for journey","Nights per Trip","3"
"HTA01C3","Average Length of Stay by Irish Residents","2020","2020","01","Domestic","01","Holiday","Nights per Trip","3.2"
"HTA01C3","Average Length of Stay by Irish Residents","2020","2020","01","Domestic","02","Business","Nights per Trip","2.4"
"HTA01C3","Average Length of Stay by Irish Residents","2020","2020","01","Domestic","03","Visiting friends/relatives","Nights per Trip","2.9"
"HTA01C3","Average Length of Stay by Irish Residents","2020","2020","01","Domestic","04","Education and training","Nights per Trip",""
"HTA01C3","Average Length of Stay by Irish Residents","2020","2020","01","Domestic","06","Work/looking for work","Nights per Trip",""
"HTA01C3","Average Length of Stay by Irish Residents","2020","2020","01","Domestic","07","Sporting events","Nights per Trip",""
"HTA01C3","Average Length of Stay by Irish Residents","2020","2020","01","Domestic","08","Other reasons","Nights per Trip","3"
"HTA01C3","Average Length of Stay by Irish Residents","2020","2020","02","Outbound","-","All reasons for journey","Nights per Trip","6.6"
"HTA01C3","Average Length of Stay by Irish Residents","2020","2020","02","Outbound","01","Holiday","Nights per Trip",""
"HTA01C3","Average Length of Stay by Irish Residents","2020","2020","02","Outbound","02","Business","Nights per Trip",""
"HTA01C3","Average Length of Stay by Irish Residents","2020","2020","02","Outbound","03","Visiting friends/relatives","Nights per Trip",""
"HTA01C3","Average Length of Stay by Irish Residents","2020","2020","02","Outbound","04","Education and training","Nights per Trip",""
"HTA01C3","Average Length of Stay by Irish Residents","2020","2020","02","Outbound","06","Work/looking for work","Nights per Trip",""
"HTA01C3","Average Length of Stay by Irish Residents","2020","2020","02","Outbound","07","Sporting events","Nights per Trip",""
"HTA01C3","Average Length of Stay by Irish Residents","2020","2020","02","Outbound","08","Other reasons","Nights per Trip",""
"HTA01C3","Average Length of Stay by Irish Residents","2021","2021","01","Domestic","-","All reasons for journey","Nights per Trip","3.2"
"HTA01C3","Average Length of Stay by Irish Residents","2021","2021","01","Domestic","01","Holiday","Nights per Trip","3.4"
"HTA01C3","Average Length of Stay by Irish Residents","2021","2021","01","Domestic","02","Business","Nights per Trip","2.2"
"HTA01C3","Average Length of Stay by Irish Residents","2021","2021","01","Domestic","03","Visiting friends/relatives","Nights per Trip","2.8"
"HTA01C3","Average Length of Stay by Irish Residents","2021","2021","01","Domestic","04","Education and training","Nights per Trip",""
"HTA01C3","Average Length of Stay by Irish Residents","2021","2021","01","Domestic","06","Work/looking for work","Nights per Trip",""
"HTA01C3","Average Length of Stay by Irish Residents","2021","2021","01","Domestic","07","Sporting events","Nights per Trip",""
"HTA01C3","Average Length of Stay by Irish Residents","2021","2021","01","Domestic","08","Other reasons","Nights per Trip","3.2"
"HTA01C3","Average Length of Stay by Irish Residents","2021","2021","02","Outbound","-","All reasons for journey","Nights per Trip","7.7"
"HTA01C3","Average Length of Stay by Irish Residents","2021","2021","02","Outbound","01","Holiday","Nights per Trip","6.6"
"HTA01C3","Average Length of Stay by Irish Residents","2021","2021","02","Outbound","02","Business","Nights per Trip","6.7"
"HTA01C3","Average Length of Stay by Irish Residents","2021","2021","02","Outbound","03","Visiting friends/relatives","Nights per Trip","7"
"HTA01C3","Average Length of Stay by Irish Residents","2021","2021","02","Outbound","04","Education and training","Nights per Trip",""
"HTA01C3","Average Length of Stay by Irish Residents","2021","2021","02","Outbound","06","Work/looking for work","Nights per Trip",""
"HTA01C3","Average Length of Stay by Irish Residents","2021","2021","02","Outbound","07","Sporting events","Nights per Trip",""
"HTA01C3","Average Length of Stay by Irish Residents","2021","2021","02","Outbound","08","Other reasons","Nights per Trip","14"
"HTA01C3","Average Length of Stay by Irish Residents","2022","2022","01","Domestic","-","All reasons for journey","Nights per Trip","2.6"
"HTA01C3","Average Length of Stay by Irish Residents","2022","2022","01","Domestic","01","Holiday","Nights per Trip","2.8"
"HTA01C3","Average Length of Stay by Irish Residents","2022","2022","01","Domestic","02","Business","Nights per Trip","2.2"
"HTA01C3","Average Length of Stay by Irish Residents","2022","2022","01","Domestic","03","Visiting friends/relatives","Nights per Trip","2.3"
"HTA01C3","Average Length of Stay by Irish Residents","2022","2022","01","Domestic","04","Education and training","Nights per Trip",""
"HTA01C3","Average Length of Stay by Irish Residents","2022","2022","01","Domestic","06","Work/looking for work","Nights per Trip",""
"HTA01C3","Average Length of Stay by Irish Residents","2022","2022","01","Domestic","07","Sporting events","Nights per Trip",""
"HTA01C3","Average Length of Stay by Irish Residents","2022","2022","01","Domestic","08","Other reasons","Nights per Trip","2.6"
"HTA01C3","Average Length of Stay by Irish Residents","2022","2022","02","Outbound","-","All reasons for journey","Nights per Trip","7.2"
"HTA01C3","Average Length of Stay by Irish Residents","2022","2022","02","Outbound","01","Holiday","Nights per Trip","7.5"
"HTA01C3","Average Length of Stay by Irish Residents","2022","2022","02","Outbound","02","Business","Nights per Trip","4.2"
"HTA01C3","Average Length of Stay by Irish Residents","2022","2022","02","Outbound","03","Visiting friends/relatives","Nights per Trip","6.6"
"HTA01C3","Average Length of Stay by Irish Residents","2022","2022","02","Outbound","04","Education and training","Nights per Trip",""
"HTA01C3","Average Length of Stay by Irish Residents","2022","2022","02","Outbound","06","Work/looking for work","Nights per Trip",""
"HTA01C3","Average Length of Stay by Irish Residents","2022","2022","02","Outbound","07","Sporting events","Nights per Trip",""
"HTA01C3","Average Length of Stay by Irish Residents","2022","2022","02","Outbound","08","Other reasons","Nights per Trip","8.9"
"HTA01C3","Average Length of Stay by Irish Residents","2023","2023","01","Domestic","-","All reasons for journey","Nights per Trip","2.4"
"HTA01C3","Average Length of Stay by Irish Residents","2023","2023","01","Domestic","01","Holiday","Nights per Trip","2.5"
"HTA01C3","Average Length of Stay by Irish Residents","2023","2023","01","Domestic","02","Business","Nights per Trip","1.5"
"HTA01C3","Average Length of Stay by Irish Residents","2023","2023","01","Domestic","03","Visiting friends/relatives","Nights per Trip","2.4"
"HTA01C3","Average Length of Stay by Irish Residents","2023","2023","01","Domestic","04","Education and training","Nights per Trip",""
"HTA01C3","Average Length of Stay by Irish Residents","2023","2023","01","Domestic","06","Work/looking for work","Nights per Trip",""
"HTA01C3","Average Length of Stay by Irish Residents","2023","2023","01","Domestic","07","Sporting events","Nights per Trip",""
"HTA01C3","Average Length of Stay by Irish Residents","2023","2023","01","Domestic","08","Other reasons","Nights per Trip","2.1"
"HTA01C3","Average Length of Stay by Irish Residents","2023","2023","02","Outbound","-","All reasons for journey","Nights per Trip","6.3"
"HTA01C3","Average Length of Stay by Irish Residents","2023","2023","02","Outbound","01","Holiday","Nights per Trip","6.6"
"HTA01C3","Average Length of Stay by Irish Residents","2023","2023","02","Outbound","02","Business","Nights per Trip","3.3"
"HTA01C3","Average Length of Stay by Irish Residents","2023","2023","02","Outbound","03","Visiting friends/relatives","Nights per Trip","6.9"
"HTA01C3","Average Length of Stay by Irish Residents","2023","2023","02","Outbound","04","Education and training","Nights per Trip",""
"HTA01C3","Average Length of Stay by Irish Residents","2023","2023","02","Outbound","06","Work/looking for work","Nights per Trip",""
"HTA01C3","Average Length of Stay by Irish Residents","2023","2023","02","Outbound","07","Sporting events","Nights per Trip",""
"HTA01C3","Average Length of Stay by Irish Residents","2023","2023","02","Outbound","08","Other reasons","Nights per Trip","5.4"
"HTA01C4","Estimated Expenditure by Irish Residents","2000","2000","01","Domestic","-","All reasons for journey","Euro Million","706.6"
